lat,lon
-23.568523375,-46.64792825
-23.535116,-46.653728
-23.5564195,-46.664705
-23.534772,-46.644349
-23.5395685,-46.6434895
-23.534128875,-46.64412925
-23.54501275,-46.633759
-23.534352125,-46.64396675
-23.54944075,-46.63258175
-23.574657,-46.6330525
-23.515270375,-46.3814015
-23.518435,-46.3869795
-23.5167845,-46.3843835
-23.515824875,-46.47656275
-23.540174,-46.4835855
-23.504616,-46.378349
-23.532973875,-46.473513375
-23.503804,-46.37982
-23.49210425,-46.44486225
-23.5039665,-46.37959
-23.4948563125,-46.407510875
-23.4084755,-46.74088
-23.452341,-46.735471
-23.443589375,-46.735395625
-23.4509865,-46.735199
-23.449986,-46.735319
-23.4419385,-46.7084165
-23.4066475,-46.75576375
-23.44154,-46.7078315
-23.408165,-46.741396
-23.411384,-46.7573155
-23.4418,-46.7127575
-23.48693325,-46.736953
-23.5059855,-46.7477065
-23.524916625,-46.698288
-23.539001125,-46.646572125
-23.4832765,-46.7546945
-23.541170625,-46.64238025
-23.540670375,-46.64326375
-23.520022,-46.72231425
-23.53005625,-46.66715475
-23.4867835,-46.760973
-23.5279028125,-46.670826375
-23.485472,-46.763929
-23.485472,-46.763929
-23.52026025,-46.7108415
-23.490589,-46.753143375
-23.55523,-46.662457
-23.568523375,-46.64792825
-23.535116,-46.653728
-23.5564195,-46.664705
-23.534772,-46.644349
-23.5395685,-46.6434895
-23.534128875,-46.64412925
-23.54501275,-46.633759
-23.534352125,-46.64396675
-23.54944075,-46.63258175
-23.574657,-46.6330525
-23.515270375,-46.3814015
-23.518435,-46.3869795
-23.5167845,-46.3843835
-23.515824875,-46.47656275
-23.540174,-46.4835855
-23.504616,-46.378349
-23.532973875,-46.473513375
-23.503804,-46.37982
-23.493693,-46.440025
-23.5039665,-46.37959
-23.4948563125,-46.407510875
-23.4084755,-46.74088
-23.452341,-46.735471
-23.443589375,-46.735395625
-23.4509865,-46.735199
-23.452631,-46.7369965
-23.4419385,-46.7084165
-23.4066475,-46.75576375
-23.44154,-46.7078315
-23.408165,-46.741396
-23.411384,-46.7573155
-23.4418,-46.7127575
-23.48693325,-46.736953
-23.5083275,-46.74130825
-23.5249495,-46.695613
-23.54131625,-46.6421205
-23.481965,-46.7586135
-23.54131625,-46.6421205
-23.52013,-46.72206475
-23.53005625,-46.66715475
-23.4867835,-46.760973
-23.526454,-46.673525
-23.484722125,-46.764484875
-23.484722125,-46.764484875
-23.487427,-46.7328645
-23.5204185,-46.7116155
-23.4899565,-46.7555065
-23.55523,-46.662457
-23.570699625,-46.645106625
-23.536757125,-46.654265
-23.5564195,-46.664705
-23.534772,-46.644349
-23.53729275,-46.6454275
-23.534128875,-46.64412925
-23.54501275,-46.633759
-23.53487275,-46.64399525
-23.54848875,-46.63306475
-23.574657,-46.6330525
-23.51790275,-46.3858305
-23.518435,-46.3869795
-23.515138875,-46.3808195
-23.5036395,-46.3801725
-23.5187577813,-46.4760511563
-23.540174,-46.4835855
-23.529208,-46.474009375
-23.493693,-46.440025
-23.503804,-46.37982
-23.5039665,-46.37959
-23.495212625,-46.404528125
-23.4084755,-46.74088
-23.4505825,-46.73531775
-23.44189975,-46.733851
-23.4497875,-46.735136
-23.4545645,-46.737705
-23.4419385,-46.7084165
-23.4066475,-46.75576375
-23.44331,-46.7066805
-23.4083275,-46.741578
-23.40771275,-46.7585535
-23.444857875,-46.714095375
-23.48693325,-46.736953
-23.5083275,-46.74130825
-23.524967125,-46.690655375
-23.54165225,-46.64193375
-23.481965,-46.7586135
-23.54131625,-46.6421205
-23.52013,-46.72206475
-23.53005625,-46.66715475
-23.4867835,-46.760973
-23.526454,-46.673525
-23.484722125,-46.764484875
-23.484722125,-46.764484875
-23.487427,-46.7328645
-23.5204185,-46.7116155
-23.4899565,-46.7555065
-23.55523,-46.662457
-23.570699625,-46.645106625
-23.536757125,-46.654265
-23.5564195,-46.664705
-23.534772,-46.644349
-23.53729275,-46.6454275
-23.534128875,-46.64412925
-23.54501275,-46.633759
-23.53487275,-46.64399525
-23.54848875,-46.63306475
-23.574657,-46.6330525
-23.51790275,-46.3858305
-23.518435,-46.3869795
-23.515138875,-46.3808195
-23.5036395,-46.3801725
-23.5187577813,-46.4760511563
-23.540174,-46.4835855
-23.529208,-46.474009375
-23.493693,-46.440025
-23.503804,-46.37982
-23.5039665,-46.37959
-23.495212625,-46.404528125
-23.4084755,-46.74088
-23.4505825,-46.73531775
-23.44189975,-46.733851
-23.4497875,-46.735136
-23.4545645,-46.737705
-23.4419385,-46.7084165
-23.4066475,-46.75576375
-23.44331,-46.7066805
-23.4083275,-46.741578
-23.40771275,-46.7585535
-23.4480635,-46.7157195
-23.48693325,-46.736953
-23.5083275,-46.74130825
-23.524967125,-46.690655375
-23.54165225,-46.64193375
-23.481965,-46.7586135
-23.54131625,-46.6421205
-23.520367,-46.721526
-23.53005625,-46.66715475
-23.487199,-46.759896
-23.526454,-46.673525
-23.483552875,-46.764700125
-23.483552875,-46.764700125
-23.487427,-46.7328645
-23.5204185,-46.7116155
-23.4899565,-46.7555065
-23.5564975,-46.6650975
-23.570699625,-46.645106625
-23.536757125,-46.654265
-23.5564195,-46.664705
-23.534772,-46.644349
-23.53729275,-46.6454275
-23.534128875,-46.64412925
-23.54501275,-46.633759
-23.53487275,-46.64399525
-23.54848875,-46.63306475
-23.574657,-46.6330525
-23.518435,-46.3869795
-23.518435,-46.3869795
-23.514658,-46.3801325
-23.5036395,-46.3801725
-23.52276375,-46.4753575
-23.5272099375,-46.4744044688
-23.5398895,-46.483771
-23.493693,-46.440025
-23.503804,-46.37982
-23.5039665,-46.37959
-23.495212625,-46.404528125
-23.4084755,-46.74088
-23.4505825,-46.73531775
-23.4394735,-46.732096
-23.448232,-46.7347715
-23.45459875,-46.74120825
-23.4419385,-46.7084165
-23.4066475,-46.75576375
-23.44260475,-46.70956775
-23.4083275,-46.741578
-23.40771275,-46.7585535
-23.44806925,-46.7162225
-23.48693325,-46.736953
-23.5083275,-46.74130825
-23.524967125,-46.690655375
-23.54165225,-46.64193375
-23.481965,-46.7586135
-23.54131625,-46.6421205
-23.521060125,-46.720086625
-23.532145,-46.661387
-23.487199,-46.759896
-23.525977875,-46.67613
-23.483552875,-46.764700125
-23.483552875,-46.764700125
-23.487427,-46.7328645
-23.52103675,-46.713841
-23.4912085,-46.75666
-23.556686,-46.66566
-23.570699625,-46.645106625
-23.538957125,-46.654909125
-23.5564195,-46.664705
-23.534772,-46.644349
-23.53729275,-46.6454275
-23.534128875,-46.64412925
-23.54501275,-46.633759
-23.533905625,-46.64429175
-23.54820225,-46.63314
-23.574657,-46.6330525
-23.5185015,-46.38742
-23.518435,-46.3869795
-23.514658,-46.3801325
-23.5036395,-46.3801725
-23.52276375,-46.4753575
-23.5272099375,-46.4744044688
-23.5398895,-46.483771
-23.493693,-46.440025
-23.503804,-46.37982
-23.5039665,-46.37959
-23.495212625,-46.404528125
-23.4084755,-46.74088
-23.4505825,-46.73531775
-23.4394735,-46.732096
-23.448232,-46.7347715
-23.45459875,-46.74120825
-23.4419385,-46.7084165
-23.4066475,-46.75576375
-23.44260475,-46.70956775
-23.4083275,-46.741578
-23.406957125,-46.7578885
-23.44806925,-46.7162225
-23.4859275,-46.739635
-23.508876,-46.7379745
-23.524967125,-46.690655375
-23.54165225,-46.64193375
-23.481965,-46.7586135
-23.54131625,-46.6421205
-23.521060125,-46.720086625
-23.532145,-46.661387
-23.487199,-46.759896
-23.525977875,-46.67613
-23.483552875,-46.764700125
-23.483552875,-46.764700125
-23.487427,-46.7328645
-23.52103675,-46.713841
-23.4912085,-46.75666
-23.556686,-46.66566
-23.570699625,-46.645106625
-23.538957125,-46.654909125
-23.5564195,-46.664705
-23.534772,-46.644349
-23.535652625,-46.6467845
-23.534128875,-46.64412925
-23.54501275,-46.633759
-23.533905625,-46.64429175
-23.54820225,-46.63314
-23.574657,-46.6330525
-23.5185015,-46.38742
-23.518435,-46.3869795
-23.514658,-46.3801325
-23.5036395,-46.3801725
-23.52276375,-46.4753575
-23.5272099375,-46.4744044688
-23.5398895,-46.483771
-23.493693,-46.440025
-23.503804,-46.37982
-23.5039665,-46.37959
-23.495212625,-46.404528125
-23.4084755,-46.74088
-23.4505825,-46.73531775
-23.4394735,-46.732096
-23.448232,-46.7347715
-23.45459875,-46.74120825
-23.4419385,-46.7084165
-23.4066475,-46.75576375
-23.44260475,-46.70956775
-23.4083275,-46.741578
-23.406957125,-46.7578885
-23.44806925,-46.7162225
-23.4859275,-46.739635
-23.508876,-46.7379745
-23.524967125,-46.690655375
-23.54165225,-46.64193375
-23.481965,-46.7586135
-23.54131625,-46.6421205
-23.521060125,-46.720086625
-23.532145,-46.661387
-23.487199,-46.759896
-23.525977875,-46.67613
-23.483552875,-46.764700125
-23.483552875,-46.764700125
-23.487427,-46.7328645
-23.52103675,-46.713841
-23.4912085,-46.75666
-23.556686,-46.66566
-23.570699625,-46.645106625
-23.538957125,-46.654909125
-23.5564195,-46.664705
-23.534772,-46.644349
-23.535652625,-46.6467845
-23.534128875,-46.64412925
-23.54501275,-46.633759
-23.533905625,-46.64429175
-23.54820225,-46.63314
-23.574657,-46.6330525
-23.5185015,-46.38742
-23.518435,-46.3869795
-23.514658,-46.3801325
-23.5036395,-46.3801725
-23.5239369375,-46.475129375
-23.5272099375,-46.4744044688
-23.5398895,-46.483771
-23.493693,-46.440025
-23.503804,-46.37982
-23.5039665,-46.37959
-23.495212625,-46.404528125
-23.4084755,-46.74088
-23.449986,-46.735319
-23.4394735,-46.732096
-23.448232,-46.7347715
-23.45459875,-46.74120825
-23.4419385,-46.7084165
-23.4066475,-46.75576375
-23.44260475,-46.70956775
-23.4083275,-46.741578
-23.406957125,-46.7578885
-23.44806925,-46.7162225
-23.4859275,-46.739635
-23.508876,-46.7379745
-23.524967125,-46.690655375
-23.54165225,-46.64193375
-23.481965,-46.7586135
-23.54131625,-46.6421205
-23.5219905,-46.718521
-23.532145,-46.661387
-23.487199,-46.759896
-23.525977875,-46.67613
-23.483552875,-46.764700125
-23.483552875,-46.764700125
-23.487427,-46.7328645
-23.52103675,-46.713841
-23.4912085,-46.75666
-23.556686,-46.66566
-23.570699625,-46.645106625
-23.538957125,-46.654909125
-23.5564195,-46.664705
-23.534772,-46.644349
-23.535652625,-46.6467845
-23.534128875,-46.64412925
-23.54501275,-46.633759
-23.533905625,-46.64429175
-23.54820225,-46.63314
-23.574657,-46.6330525
-23.5185015,-46.38742
-23.518435,-46.3869795
-23.514658,-46.3801325
-23.5036395,-46.3801725
-23.5239369375,-46.475129375
-23.5272099375,-46.4744044688
-23.5398895,-46.483771
-23.49506475,-46.43691975
-23.503804,-46.37982
-23.5039665,-46.37959
-23.495212625,-46.404528125
-23.4084755,-46.74088
-23.449986,-46.735319
-23.4394735,-46.732096
-23.448232,-46.7347715
-23.45459875,-46.74120825
-23.4419385,-46.7084165
-23.4066475,-46.75576375
-23.44260475,-46.70956775
-23.4083275,-46.741578
-23.406957125,-46.7578885
-23.44806925,-46.7162225
-23.48495775,-46.74092675
-23.508714,-46.7376225
-23.524967625,-46.690112875
-23.54165225,-46.64193375
-23.48297525,-46.76102275
-23.54131625,-46.6421205
-23.5219905,-46.718521
-23.532145,-46.661387
-23.487199,-46.759896
-23.525977875,-46.67613
-23.483552875,-46.764700125
-23.483552875,-46.764700125
-23.487427,-46.7328645
-23.52103675,-46.713841
-23.4912085,-46.75666
-23.556686,-46.66566
-23.570699625,-46.645106625
-23.538957125,-46.654909125
-23.5564195,-46.664705
-23.534772,-46.644349
-23.535652625,-46.6467845
-23.534128875,-46.64412925
-23.54501275,-46.633759
-23.533905625,-46.64429175
-23.54820225,-46.63314
-23.574657,-46.6330525
-23.5185015,-46.38742
-23.518435,-46.3869795
-23.514658,-46.3801325
-23.5036395,-46.3801725
-23.5239369375,-46.475129375
-23.5272099375,-46.4744044688
-23.5398895,-46.483771
-23.49506475,-46.43691975
-23.503804,-46.37982
-23.5039665,-46.37959
-23.496354,-46.40202675
-23.4084755,-46.74088
-23.449986,-46.735319
-23.4394735,-46.732096
-23.448232,-46.7347715
-23.45459875,-46.74120825
-23.4419385,-46.7084165
-23.4066475,-46.75576375
-23.44260475,-46.70956775
-23.4083275,-46.741578
-23.406957125,-46.7578885
-23.44806925,-46.7162225
-23.48495775,-46.74092675
-23.508714,-46.7376225
-23.524967625,-46.690112875
-23.542415,-46.64282325
-23.48297525,-46.76102275
-23.54131625,-46.6421205
-23.5219905,-46.718521
-23.532145,-46.661387
-23.487199,-46.759896
-23.525977875,-46.67613
-23.483552875,-46.764700125
-23.4825555,-46.765146875
-23.487427,-46.7328645
-23.52103675,-46.713841
-23.4912085,-46.75666
-23.556686,-46.66566
-23.570699625,-46.645106625
-23.538957125,-46.654909125
-23.5564195,-46.664705
-23.534772,-46.644349
-23.535652625,-46.6467845
-23.534128875,-46.64412925
-23.54501275,-46.633759
-23.533905625,-46.64429175
-23.54820225,-46.63314
-23.574657,-46.6330525
-23.5185015,-46.38742
-23.518435,-46.3869795
-23.514658,-46.3801325
-23.5036395,-46.3801725
-23.5239369375,-46.475129375
-23.5272099375,-46.4744044688
-23.5398895,-46.483771
-23.49506475,-46.43691975
-23.503804,-46.37982
-23.5039665,-46.37959
-23.496354,-46.40202675
-23.4084755,-46.74088
-23.449986,-46.735319
-23.4387145,-46.7298105
-23.448232,-46.7347715
-23.45459875,-46.74120825
-23.4419385,-46.7084165
-23.4066475,-46.75576375
-23.44260475,-46.70956775
-23.4083275,-46.741578
-23.406957125,-46.7578885
-23.44806925,-46.7162225
-23.48495775,-46.74092675
-23.508714,-46.7376225
-23.524967625,-46.690112875
-23.542415,-46.64282325
-23.48297525,-46.76102275
-23.54131625,-46.6421205
-23.5219905,-46.718521
-23.532145,-46.661387
-23.487199,-46.759896
-23.5257064375,-46.6789349375
-23.4825555,-46.765146875
-23.4825555,-46.765146875
-23.487427,-46.7328645
-23.52103675,-46.713841
-23.4912085,-46.75666
-23.556686,-46.66566
-23.570699625,-46.645106625
-23.538957125,-46.654909125
-23.5564195,-46.664705
-23.534772,-46.644349
-23.535652625,-46.6467845
-23.534128875,-46.64412925
-23.54501275,-46.633759
-23.533905625,-46.64429175
-23.54820225,-46.63314
-23.574657,-46.6330525
-23.5185015,-46.38742
-23.518435,-46.3869795
-23.514658,-46.3801325
-23.5239369375,-46.475129375
-23.5272099375,-46.4744044688
-23.5398895,-46.483771
-23.495144,-46.435351
-23.503804,-46.37982
-23.5039665,-46.37959
-23.496354,-46.40202675
-23.4084755,-46.74088
-23.449986,-46.735319
-23.4387145,-46.7298105
-23.448232,-46.7347715
-23.45459875,-46.74120825
-23.4419385,-46.7084165
-23.4066475,-46.75576375
-23.44260475,-46.70956775
-23.4083275,-46.741578
-23.406957125,-46.7578885
-23.4481125,-46.7167185
-23.48495775,-46.74092675
-23.508714,-46.7376225
-23.524967625,-46.690112875
-23.542415,-46.64282325
-23.48297525,-46.76102275
-23.54131625,-46.6421205
-23.5219905,-46.718521
-23.532145,-46.661387
-23.487199,-46.759896
-23.5257064375,-46.6789349375
-23.4825555,-46.765146875
-23.4825555,-46.765146875
-23.487427,-46.7328645
-23.52103675,-46.713841
-23.4912085,-46.75666
-23.556686,-46.66566
-23.570699625,-46.645106625
-23.538957125,-46.654909125
-23.5564195,-46.664705
-23.534772,-46.644349
-23.535652625,-46.6467845
-23.534128875,-46.64412925
-23.54465825,-46.633973
-23.533905625,-46.64429175
-23.54820225,-46.63314
-23.574657,-46.6330525
-23.5185015,-46.38742
-23.518435,-46.3869795
-23.5132925,-46.379782
-23.5239369375,-46.475129375
-23.5272099375,-46.4744044688
-23.5398895,-46.483771
-23.495144,-46.435351
-23.503804,-46.37982
-23.5039665,-46.37959
-23.496354,-46.40202675
-23.4084755,-46.74088
-23.449986,-46.735319
-23.4387145,-46.7298105
-23.448232,-46.7347715
-23.45459875,-46.74120825
-23.4419385,-46.7084165
-23.4066475,-46.75576375
-23.44260475,-46.70956775
-23.4083275,-46.741578
-23.406957125,-46.7578885
-23.4481125,-46.7167185
-23.48495775,-46.74092675
-23.508714,-46.7376225
-23.524967625,-46.690112875
-23.542415,-46.64282325
-23.48297525,-46.76102275
-23.54296,-46.643499625
-23.5219905,-46.718521
-23.532145,-46.661387
-23.487199,-46.759896
-23.5257064375,-46.6789349375
-23.4825555,-46.765146875
-23.4825555,-46.765146875
-23.487427,-46.7328645
-23.522189,-46.717834
-23.490583,-46.758796
-23.556686,-46.66566
-23.570699625,-46.645106625
-23.54049025,-46.655367125
-23.5564195,-46.664705
-23.534772,-46.644349
-23.535652625,-46.6467845
-23.533905625,-46.64429175
-23.54465825,-46.633973
-23.534575375,-46.64380425
-23.54820225,-46.63314
-23.574657,-46.6330525
-23.5185015,-46.38742
-23.518435,-46.3869795
-23.5132925,-46.379782
-23.5239369375,-46.475129375
-23.5272099375,-46.4744044688
-23.5398895,-46.483771
-23.495144,-46.435351
-23.503804,-46.37982
-23.5039665,-46.37959
-23.496354,-46.40202675
-23.4084755,-46.74088
-23.449986,-46.735319
-23.4387145,-46.7298105
-23.44690425,-46.73537925
-23.45459875,-46.74120825
-23.4419385,-46.7084165
-23.4066475,-46.75576375
-23.441159,-46.711081
-23.4083275,-46.741578
-23.40683,-46.757059375
-23.446466875,-46.7170880625
-23.48495775,-46.74092675
-23.508714,-46.7376225
-23.524967625,-46.690112875
-23.542415,-46.64282325
-23.48297525,-46.76102275
-23.54296,-46.643499625
-23.5219905,-46.718521
-23.532145,-46.661387
-23.487199,-46.759896
-23.5257064375,-46.6789349375
-23.4825555,-46.765146875
-23.4825555,-46.765146875
-23.487427,-46.7328645
-23.522189,-46.717834
-23.490583,-46.758796
-23.556686,-46.66566
-23.570699625,-46.645106625
